,Date,HHState,Zipcode,Sex,Age,HHsize,Kids,Auto_own,Married,Educ,HType,Worker,commute_before,commute_after,Transmode_before,Change_trans_mode,Transmode_after,Commute_min,PhyAc_Before,Exe_Before,PhyAc_After,Exe_After,Groc_Shp,Outside_Ac,Outside_Purp,ONL_SHP,ONL_SHP_AFTR
442,5/8/2020,MD,20782,Male,32,2.0,0.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,40.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/day,Twice/Mth,None,,Yes,Yes
443,5/27/2020,GA,30076,Female,66,2.0,0.0,1.0,Married,4,Single-Family House,Employed Part Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/Passenger,NA,NA/Teleworked,35.0,30-60 min,5+ times/week,5+ times/week,5-30 min/day,Twice/Mth,None,,No,Not Applicable
444,5/12/2020,CA,92105,Female,46,4.0,2.0,2.0,Married,3,Single-Family House,Unemployed,Commute Everyday,Stayed at home and not able to work,Auto/driving,NA,NA/Teleworked,35.0,30-60 min,5+ times/week,None,5-30 min/day,Twice/Mth,None,,Yes,Maybe
445,4/13/2020,MD,20740,Male,28,4.0,0.0,3.0,Single,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,10.0,0-15 min,5+ times/week,1-2 times/week,5-30 min/day,Twice/Mth,Once,visiting friends,Yes,Yes
446,5/22/2020,TX,78209,Male,29,1.0,0.0,1.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,5+ times/week,1-2 times/week,5-30 min/day,Twice/Mth,Once,Went to the bank,Yes,No
447,5/12/2020,OR,97214,Female,53,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Rideshare (including Uber and Lift),NA,NA/Teleworked,60.0,15-30 min,3-4 times/week,3-4 times/week,5-30 min/day,Twice/Mth,Once,hiking,No,Not Applicable
448,5/13/2020,FL ,33612,Female,29,3.0,0.0,3.0,Single,4,Apartment,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Bike/Bikeshare,No,NA/Teleworked,10.0,0-15 min,1-2 times/week,5+ times/week,5-30 min/day,Twice/Mth,Once,Help friends,No,No
449,5/18/2020,MD,20910,Female,62,2.0,0.0,3.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,60+ min,3-4 times/week,5+ times/week,5-30 min/day,Twice/Mth,Once,delivering supplies to relatives,No,Not Applicable
450,4/17/2020,WA,98012,Female,33,3.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,22.0,15-30 min,1-2 times/week,None,5-30 min/day,Twice/Mth,Once,Delivering something to one of my friends ,Yes,Maybe
451,5/18/2020,WA,98119,Female,29,2.0,0.0,1.0,Married,3,Apartment,Employed Full Time,Tele-Worked Every Day,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,10.0,0-15 min,1-2 times/week,1-2 times/week,5-30 min/day,Twice/Mth,Twice,Dropping off groceries or necessities to family,No,No
452,6/29/2020,PA,19365,Female,54,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,Auto/driving,45.0,60+ min,None,5+ times/week,5-30 min/day,Twice/Mth,Twice,Prescription pick up,No,Not Applicable
453,4/22/2020,WA,98103,Male,28,2.0,2.0,3.0,Married,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,150.0,15-30 min,1-2 times/week,1-2 times/week,None,3 times/Mth,3+,,No,Not Applicable
454,5/13/2020,VA,22203,Female,51,3.0,1.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,NA,NA/Teleworked,20.0,0-15 min,None,1-2 times/week,None,3 times/Mth,3+,"Work 3x/week, a long drive 1x",Yes,Yes
455,5/27/2020,MD,21227,Male,63,4.0,0.0,4.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,None,3-4 times/week,None,3 times/Mth,3+,Errands to school or to pick up curb side dinner,No,Maybe
456,4/19/2020,WA,98052,Male,35,1.0,0.0,1.0,Single,3,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,50.0,15-30 min,1-2 times/week,5+ times/week,None,3 times/Mth,3+,visiting sister's family; pick up takeout,No,Maybe
457,5/12/2020,MA,2145,Female,23,3.0,0.0,2.0,Single,3,Multi-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,45.0,15-30 min,3-4 times/week,5+ times/week,None,3 times/Mth,3+,Road trip/travel to open state parks to exercise,No,No
458,5/12/2020,NC,28226,Other/Non-binary ,23,3.0,0.0,3.0,Single,3,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,35.0,15-30 min,3-4 times/week,5+ times/week,None,3 times/Mth,3+,Made several trips to the bank; have started working part time again onsite at one of my jobs,No,Not Applicable
459,5/19/2020,NY,13104,Male,50,4.0,2.0,4.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,No,NA/Teleworked,20.0,30-60 min,3-4 times/week,5+ times/week,None,3 times/Mth,3+,,No,Not Applicable
460,5/12/2020,MA,2176,Male,61,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,5+ times/week,5+ times/week,None,3 times/Mth,3+,"pickup takeout food, drive to location for active recreation",No,Not Applicable
461,5/26/2020,CO,80215,Male,34,3.0,1.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/Passenger,No,NA/Teleworked,7.0,15-30 min,1-2 times/week,None,None,3 times/Mth,3+,Hospital visits,Yes,Maybe
462,5/12/2020,MD,21701,Female,42,1.0,0.0,1.0,Divorced/Seperated,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Did not change/still tele-work,Auto/driving,No,Auto/driving,90.0,30-60 min,3-4 times/week,None,None,3 times/Mth,3+,"Work, care of others",No,Not Applicable
463,6/26/2020,MD,20616,Female,67,2.0,0.0,2.0,Single,3,Single-Family House,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Auto/driving,NA,NA/Teleworked,15.0,15-30 min,5+ times/week,None,None,3 times/Mth,3+,Just to take a ride to get out ,No,No
464,5/18/2020,OH,43147,Male,38,6.0,4.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,0-15 min,None,None,None,3 times/Mth,3+,"Shopping, banking, and helping friends",Yes,Maybe
465,4/23/2020,CA,94536,Female,64,1.0,0.0,1.0,Single,3,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with reduced workload,Public Transit,NA,NA/Teleworked,30.0,0-15 min,None,None,None,3 times/Mth,3+,"Deliver items to non-profits, check in with staff, pick up pet food, pick up food from restaurants ",No,No
466,5/30/2020,MD,20850,Female,31,2.0,0.0,2.0,Single,4,Single-Family House,Employed Part Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,20.0,0-15 min,None,None,None,3 times/Mth,3+,,No,Not Applicable
467,5/12/2020,PA,17112,Female,40,4.0,2.0,3.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,20.0,0-15 min,1-2 times/week,1-2 times/week,None,3 times/Mth,None,,Yes,Yes
468,5/26/2020,MD,20854,Female,45,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,20.0,0-15 min,None,1-2 times/week,None,3 times/Mth,None,,Yes,Maybe
469,4/12/2020,TX,75206,Female,39,4.0,2.0,1.0,Married,4,Apartment,Unemployed,-8,Stayed at home and not able to work,Auto/driving,No,NA/Teleworked,40.0,60+ min,None,1-2 times/week,None,3 times/Mth,None,,No,Not Applicable
470,5/27/2020,DE,19715,Female,31,4.0,2.0,0.0,Married,4,Apartment,Unemployed,Partial Commute/teleworked,Stayed at home and not able to work,Public Transit,NA,NA/Teleworked,15.0,15-30 min,1-2 times/week,3-4 times/week,None,3 times/Mth,None,,Yes,No
471,5/12/2020,FL ,34743,Female,54,2.0,0.0,1.0,Single,4,Single-Family House,Unemployed,-8,-8,-8,NA,NA/Teleworked,0.0,30-60 min,3-4 times/week,3-4 times/week,None,3 times/Mth,None,,No,Not Applicable
472,5/19/2020,NJ,8540,Male,62,3.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,60.0,30-60 min,5+ times/week,5+ times/week,None,3 times/Mth,None,,Yes,Maybe
473,4/19/2020,WA,98208,Female,57,4.0,1.0,2.0,Married,3,Condo/Townhouse,Unemployed,Commute Everyday,Stayed at home and not able to work,Auto/driving,NA,NA/Teleworked,10.0,30-60 min,1-2 times/week,None,None,3 times/Mth,None,,Yes,Maybe
474,5/27/2020,CA,90005,Female,28,1.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,75.0,30-60 min,3-4 times/week,1-2 times/week,None,3 times/Mth,Once,Socially distanced birthday picnic,Yes,Yes
475,4/12/2020,VA,22101,Female,36,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,30.0,0-15 min,None,3-4 times/week,None,3 times/Mth,Once,Driving to airport,No,Not Applicable
476,5/12/2020,NY,10026,Female,22,4.0,0.0,1.0,Single,3,Single-Family House,Unemployed,Tele-Worked Every Day,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,15.0,15-30 min,3-4 times/week,1-2 times/week,None,3 times/Mth,Twice,I had to get refills for my medication. I also needed to visit the hardware store. Early on during the lockdown I had to walk our dog. ,-8,Maybe
477,5/26/2020,MI,48823,Female,37,3.0,1.0,2.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,30-60 min,None,1-2 times/week,None,3 times/Mth,Twice,Left house to go to a large park to play/walk.  Took a car ride around town to get child to nap (did not exit car).  ,Yes,No
478,4/23/2020,VA,22310,Female,56,3.0,0.0,2.0,Married,3,Condo/Townhouse,Unemployed,-8,-8,-8,NA,NA/Teleworked,10.0,30-60 min,None,1-2 times/week,None,3 times/Mth,Twice,Going to my daughter ,No,Not Applicable
479,5/12/2020,PA,19072,Female,27,2.0,0.0,0.0,Single,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,60.0,30-60 min,5+ times/week,3-4 times/week,None,3 times/Mth,Twice,Moved in with partner for lockdown so have to check on my apartment regularly,Yes,Maybe
480,5/18/2020,CO,80301,Male,62,1.0,0.0,1.0,Single,4,Apartment,Unemployed,-8,-8,Auto/Passenger,NA,NA/Teleworked,,15-30 min,None,None,None,3 times/Mth,Twice,social activism,Yes,No
481,6/29/2020,DC,20024,Male,44,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,25.0,60+ min,1-2 times/week,3-4 times/week,None,4+ times/Mth,3+,Exercise,No,Not Applicable
482,5/26/2020,OR,97232,Female,55,4.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,12.0,60+ min,5+ times/week,3-4 times/week,None,4+ times/Mth,3+,Going to home improvement store.,No,Not Applicable
483,5/12/2020,OR,97215,Female,45,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,60.0,15-30 min,None,3-4 times/week,None,4+ times/Mth,3+,"We’re about to have a baby. I’ve been running around trying to buy stuff, usually from FB Marketplace, so we can clothe and diaper this baby when she arrives! Mostly porch pickups or limited contact with masks.",No,Not Applicable
484,6/28/2020,MD,21403,Female,38,1.0,0.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,40.0,30-60 min,None,3-4 times/week,None,4+ times/Mth,3+,Visit family and do laundry,Yes,No
485,5/27/2020,PA,19143,Male,56,3.0,1.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,90.0,60+ min,3-4 times/week,5+ times/week,None,4+ times/Mth,3+,Getting out of the house,No,Not Applicable
486,5/12/2020,NY,10021,Female,45,1.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,25.0,30-60 min,None,5+ times/week,None,4+ times/Mth,3+,"pharmacy, other similar shopping",No,Not Applicable
487,5/19/2020,AZ,85326,Male,76,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,Auto/driving,No,NA/Teleworked,65.0,30-60 min,None,5+ times/week,None,4+ times/Mth,3+,"Medical appointments, surgery",No,Not Applicable
488,5/8/2020,MD,20782,Female,24,2.0,0.0,1.0,Single,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,7.0,60+ min,5+ times/week,None,None,4+ times/Mth,3+,Go back and forth to my moms house ,No,Not Applicable
489,5/28/2020,ME,4106,Female,62,6.0,3.0,3.0,Married,2,Single-Family House,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,NA,NA/Teleworked,5.0,30-60 min,None,None,None,4+ times/Mth,3+,"Went for a car ride twice (did not get outside the car), visited another couple to chat outside, six feet apart, with masks, hand sanitizer and wipes.",No,Not Applicable
490,5/26/2020,MD,21702,Male,43,3.0,2.0,2.0,Divorced/Seperated,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,60.0,15-30 min,1-2 times/week,1-2 times/week,None,4+ times/Mth,None,,Yes,Maybe
491,5/25/2020,CA,94705,Male,27,3.0,0.0,1.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,55.0,15-30 min,1-2 times/week,1-2 times/week,None,4+ times/Mth,None,,No,Not Applicable
492,5/27/2020,CA,95814,Female,66,1.0,0.0,1.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,Auto/driving,21.0,30-60 min,1-2 times/week,1-2 times/week,None,4+ times/Mth,None,,Yes,No
493,5/13/2020,MI,48302,Female,46,4.0,1.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,40.0,0-15 min,3-4 times/week,1-2 times/week,None,4+ times/Mth,None,,No,Not Applicable
494,4/12/2020,VA,24060,Female,33,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,30-60 min,3-4 times/week,1-2 times/week,None,4+ times/Mth,None,,Yes,Yes
495,5/26/2020,OR,97006,Female,47,3.0,0.0,2.0,Married,3,Apartment,Employed Part Time,Tele-Worked Every Day,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,60.0,60+ min,3-4 times/week,1-2 times/week,None,4+ times/Mth,None,,No,Maybe
496,5/17/2020,NY,11375,Female,22,4.0,0.0,1.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Did not change/still commute,Public Transit,Yes,Auto/Passenger,60.0,30-60 min,5+ times/week,1-2 times/week,None,4+ times/Mth,None,,-8,Maybe
497,5/12/2020,NY,11710,Female,48,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Auto/driving,NA,NA/Teleworked,15.0,0-15 min,None,1-2 times/week,None,4+ times/Mth,None,,No,Not Applicable
498,5/26/2020,CT,6440,Male,51,2.0,0.0,1.0,-8,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Did not change/still tele-work,Auto/driving,NA,NA/Teleworked,65.0,15-30 min,None,1-2 times/week,None,4+ times/Mth,None,,No,Yes
499,4/18/2020,WA,98199,Female,35,3.0,1.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,30.0,0-15 min,1-2 times/week,3-4 times/week,None,4+ times/Mth,None,,No,Not Applicable
500,4/18/2020,WA,98125,Male,40,5.0,3.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Auto/driving,NA,NA/Teleworked,30.0,30-60 min,1-2 times/week,3-4 times/week,None,4+ times/Mth,None,,Yes,No
501,5/15/2020,MD,20740,Female,31,5.0,0.0,4.0,Single,4,Other,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,40.0,60+ min,1-2 times/week,3-4 times/week,None,4+ times/Mth,None,,No,No
502,4/13/2020,DC,20009,Male,56,1.0,0.0,0.0,Single,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,40.0,0-15 min,1-2 times/week,5+ times/week,None,4+ times/Mth,None,,No,Not Applicable
503,5/19/2020,NJ,8540,Male,69,4.0,1.0,3.0,Married,4,Single-Family House,Unemployed,-8,-8,-8,NA,NA/Teleworked,0.0,60+ min,5+ times/week,5+ times/week,None,4+ times/Mth,None,,Yes,Yes
504,7/1/2020,MD,20895,Male,64,2.0,0.0,2.0,Single,3,Single-Family House,Employed Part Time,Tele-Worked Every Day,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,30.0,60+ min,5+ times/week,5+ times/week,None,4+ times/Mth,None,,No,Not Applicable
505,5/26/2020,ME,4473,Female,68,3.0,0.0,2.0,Married,4,Single-Family House,Employed Part Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,45.0,60+ min,5+ times/week,5+ times/week,None,4+ times/Mth,None,,No,Not Applicable
506,5/12/2020,WA,98103,Male,30,3.0,0.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Tele-Worked Every Day,Switched to work from home with increased workload,Walk,NA,NA/Teleworked,15.0,30-60 min,None,5+ times/week,None,4+ times/Mth,None,,Yes,Maybe
507,5/28/2020,MD,20878,Female,30,7.0,2.0,3.0,Married,3,Multi-Family House,Unemployed,Commute Everyday,Stayed at home and not able to work,Auto/driving,No,NA/Teleworked,60.0,60+ min,3-4 times/week,None,None,4+ times/Mth,None,,No,Not Applicable
508,4/12/2020,CA,93619,Male,40,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Bike/Bikeshare,No,Bike/Bikeshare,15.0,0-15 min,None,None,None,4+ times/Mth,None,,No,Maybe
509,5/12/2020,FL ,34761,Male,29,5.0,0.0,3.0,Single,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/Passenger,NA,NA/Teleworked,45.0,15-30 min,None,None,None,4+ times/Mth,None,,No,Not Applicable
510,4/13/2020,AL,36693,Male,41,2.0,0.0,1.0,Married,4,Apartment,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,-8,NA,NA/Teleworked,0.0,0-15 min,1-2 times/week,None,None,4+ times/Mth,Once,,No,Not Applicable
511,5/8/2020,MD,20740,Female,23,4.0,0.0,2.0,Single,4,Multi-Family House,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,Auto/driving,No,NA/Teleworked,25.0,30-60 min,None,None,None,4+ times/Mth,Once,Visit family once ,No,Not Applicable
512,4/14/2020,CT,6268,Male,64,2.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,30.0,60+ min,None,1-2 times/week,None,4+ times/Mth,Twice,,No,No
513,5/8/2020,VA,22181,Male,74,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,60.0,15-30 min,3-4 times/week,3-4 times/week,None,4+ times/Mth,Twice,"Shopping - pharmacy, just ride around and escape",No,Not Applicable
514,5/16/2020,DC,20009,Female,50,1.0,1.0,0.0,Single,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Walk,NA,NA/Teleworked,25.0,30-60 min,1-2 times/week,5+ times/week,None,None- All Online,3+,"Drop items off/see a friend with social distancing outside,  pick up take-out food, go to doctor",Yes,No
515,5/12/2020,WA,98119,Female,49,2.0,2.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,20.0,15-30 min,3-4 times/week,None,None,None- All Online,3+,Deliver grocery to nephew in the same city,Yes,Yes
516,5/25/2020,CA,94577,Male,72,2.0,0.0,2.0,Married,4,Single-Family House,Employed Part Time,Tele-Worked Every Day,Did not change/still tele-work,-8,No,NA/Teleworked,0.0,15-30 min,None,None,None,None- All Online,3+,drop off mail,Yes,Yes
517,4/12/2020,MD,21044,Female,33,4.0,1.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,1-2 times/week,None,None- All Online,None,,Yes,Yes
518,4/16/2020,WA,98012,Male,36,5.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,Other,70.0,0-15 min,1-2 times/week,5+ times/week,None,None- All Online,None,--,Yes,Maybe
519,5/26/2020,MI,48170,Female,61,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,90.0,30-60 min,5+ times/week,5+ times/week,None,None- All Online,None,,Yes,Maybe
520,5/12/2020,OR,97401,Female,61,2.0,0.0,1.0,Divorced/Seperated,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,12.0,0-15 min,None,None,None,None- All Online,None,,Yes,Maybe
521,6/26/2020,MD,20646,Male,52,4.0,1.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Other,No,Other,15.0,60+ min,3-4 times/week,5+ times/week,None,None- All Online,Once,Visit a friend,Yes,Yes
522,5/12/2020,OH,43205,Female,35,1.0,0.0,0.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Public Transit,NA,NA/Teleworked,15.0,30-60 min,1-2 times/week,None,None,None- All Online,Once,I visited my (then) boyfriend's house for Easter.  He picked me up and drove us there.  ,Yes,Yes
523,4/12/2020,TX,77054,Female,35,3.0,1.0,2.0,Married,4,Apartment,Unemployed,-8,-8,Auto/driving,No,NA/Teleworked,,60+ min,1-2 times/week,None,None,None- All Online,Twice,Just driving ,Yes,No
524,5/22/2020,MD,20852,Female,33,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Part Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,40.0,15-30 min,1-2 times/week,1-2 times/week,None,Once/Mth,3+,Visit a family member.,Yes,Maybe
525,5/12/2020,PA,19038,Female,52,3.0,1.0,2.0,Married,4,Single-Family House,Unemployed,-8,-8,-8,NA,NA/Teleworked,0.0,60+ min,1-2 times/week,1-2 times/week,None,Once/Mth,3+,Just driving around. Once taking my Dad to a doctor. ,No,Not Applicable
526,4/11/2020,WA,98105,Female,29,3.0,1.0,1.0,Married,3,Single-Family House,Unemployed,-8,-8,Auto/Passenger,Yes,NA/Teleworked,,60+ min,1-2 times/week,3-4 times/week,None,Once/Mth,3+,Going to park for a walk,No,Not Applicable
527,4/16/2020,IL,60631,Male,26,3.0,3.0,3.0,Single,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,75.0,15-30 min,3-4 times/week,1-2 times/week,None,Once/Mth,None,,Yes,Maybe
528,4/12/2020,MD,21043,Female,28,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,None,1-2 times/week,None,Once/Mth,None,,Yes,Yes
529,4/12/2020,Tx,75214,Female,40,1.0,1.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Public Transit,NA,NA/Teleworked,30.0,15-30 min,3-4 times/week,5+ times/week,None,Once/Mth,None,,No,Not Applicable
530,5/12/2020,MN,55375,Female,22,4.0,0.0,3.0,Single,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Walk,NA,NA/Teleworked,10.0,30-60 min,None,None,None,Once/Mth,None,,-8,Not Applicable
531,4/23/2020,MD,20782,Male,34,3.0,1.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,180.0,30-60 min,3-4 times/week,1-2 times/week,None,Once/Mth,Twice,Helping friends,Yes,Maybe
532,5/27/2020,TX,78748,Female,40,4.0,2.0,2.0,Married,3,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,20.0,30-60 min,1-2 times/week,1-2 times/week,None,Twice/Mth,3+,"Pick up/drop off school supplies, buy new books/toys for kids, home improvement supplies",Yes,Yes
533,5/27/2020,MD,21401,Female,53,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,70.0,30-60 min,1-2 times/week,1-2 times/week,None,Twice/Mth,3+,"drug store, liquor store",No,Not Applicable
534,5/29/2020,WA,98103,Male,36,2.0,0.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,45.0,30-60 min,1-2 times/week,1-2 times/week,None,Twice/Mth,3+,Hike,No,Not Applicable
535,4/11/2020,FL ,33172,Male,27,2.0,0.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,Auto/driving,10.0,30-60 min,3-4 times/week,1-2 times/week,None,Twice/Mth,3+,,No,Not Applicable
536,5/12/2020,WA,98092,Female,49,1.0,0.0,1.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Walk,No,NA/Teleworked,15.0,30-60 min,3-4 times/week,1-2 times/week,None,Twice/Mth,3+,work,No,Not Applicable
